CedenAnalyteName,AnalyteName,AnalyteDescription,CASNumber,Concatenate,AnalyteGroup1,AnalyteGroup2,AnalyteGroup3,AnalyteGroup4,AnalyteGroup5,AnalyteGroup6,Notes
,Substrate Modifier,Substrate Modifier,0,,Physical/Habitat,,,,,,
,Substrate Size Class,Substrate Size Class,0,,Physical/Habitat,,,,,,
,Sulfachloropyridazine,Sulfachloropyridazine,80320,,Organic,Organic,PPCP,,,,
,Sulfadiazine,Sulfadiazine,68359,,Organic,Organic,PPCP,,,,
,Sulfadimethoxine,Sulfadimethoxine,122112,,Organic,Organic,PPCP,,,,
,Sulfallate,Sulfallate (CDEC),95067,,Organic,Organic,Pesticide,Herbicide,,,
,Sulfamerazine,Sulfamerazine,127797,,Organic,Organic,PPCP,,,,
,Sulfamethazine,Sulfamethazine,57681,,Organic,Organic,PPCP,,,,
,Sulfamethizole,Sulfamethizole,144821,,Organic,Organic,PPCP,,,,
,Sulfamethoxazole,Sulfamethoxazole,723466,,Organic,Organic,PPCP,,,,
,Sulfanilamide,Sulfanilamide,63741,,Organic,Organic,PPCP,,,,
"Sulfate, Dissolved",Sulfate,Sulfate,14808798,,Inorganic,Inorganic,Nutrient,Constituents,Conventional,,
,Sulfathiazole,Sulfathiazole,72140,,Organic,Organic,PPCP,,,,
,"Sulfide, Dissolved",Dissolved Sulfide,0,,Inorganic,,,,,,Originally had no tags - all current tags were assigned manually
,"Sulfide, Total",Total Sulfide,0,,Water Quality Measurements,,,,,,
,Sulfite as SO3,Sulfite as SO3,0,,Inorganic,,,,,,
,Sulfometuron Methyl,Sulfometuron Methyl,7422972,,Organic,Organic,Herbicide,,,,
"Sulfotep, Total",Sulfotep,Sulfotepp,3689245,,Organic,Organic,Organophosphate,Pesticide,Insecticide,,
,Sulfur,Sulfur,7704349,,Inorganic,Inorganic,,,,,
,Sulfur-34,Sulfur-34,13965974,,Organic,Organic,Radiochemistry,,,,
,Sum of 208 PCBs (SFEI),Sum of 208 PCBs (SFEI),0,,Organic,PCB,,,,,
,Sum of 209 PCBs (SFEI),Sum of 209 PCBs (SFEI),0,,Organic,PCB,,,,,
,Sum of 40 PCBs (SFEI),Sum of 40 PCBs (SFEI),0,,Organic,PCB,,,,,
,Sum of Aroclors (SFEI),Sum of Aroclors (SFEI),0,,Organic,PCB,,,,,
,Sum of Chlordanes (SFEI),Sum of Chlordanes (SFEI),0,,Organic,Pesticide,,,,,
,Sum of Cyclopentadienes (SFEI),Sum of Cyclopentadienes (SFEI),0,,Organic,Organic,VOC,,,,
,Sum of DDTs (RWQCB3),Sum of DDTs (RWQCB3),0,,Organic,,,,,,
,Sum of DDTs (SFEI),Sum of DDTs (SFEI),0,,Organic,Pesticide,,,,,
,Sum of Dioxin-Furan TEQs (WHO 2005;ND=0 SFEI),Sum of Dioxin-Furan TEQs (WHO 2005;ND=0 SFEI),0,,Organic,Dioxins,Dibenzofurans,,,,
,Sum of Dioxin-Furan TEQs (WHO 2005;ND=MDL SFEI),Sum of Dioxin-Furan TEQs (WHO 2005;ND=MDL SFEI),0,,Organic,Dioxins,Dibenzofurans,TEQs,,,
,Sum of Dioxins (SFEI),Sum of Dioxins (SFEI),0,,Organic,Dioxins,Dibenzofurans,,,,
,Sum of Dioxins-Furans (SFEI),Sum of Dioxins-Furans (SFEI),0,,Organic,Dioxins,Dibenzofurans,,,,
,Sum of Furans (SFEI),Sum of Furans (SFEI),0,,Organic,Dioxins,Dibenzofurans,,,,
,Sum of HCHs (SFEI),Sum of HCHs (SFEI),0,,Organic,Pesticide,,,,,
,Sum of Hexa-PBDE,Sum of Hexa-PBDE,0,,Organic,Flame Retardants,,,,,
,Sum of Hexa-PBDEs (SFEI),Sum of Hexa-PBDEs (SFEI),0,,Organic,Flame Retardants,,,,,
,Sum of HPAHs (OCEAN),Sum of HPAHs (OCEAN),0,,Organic,PAH,,,,,
,Sum of HPAHs (SFEI),Sum of HPAHs (SFEI),0,,Organic,PAH,,,,,
,Sum of LPAHs (OCEAN),Sum of LPAHs (OCEAN),0,,Organic,PAH,,,,,
,Sum of LPAHs (SFEI),Sum of LPAHs (SFEI),0,,Organic,PAH,,,,,
,Sum of PAHs (OCEAN),Sum of PAHs (OCEAN),0,,Organic,PAH,,,,,
,Sum of PAHs (SFEI),Sum of PAHs (SFEI),0,,Organic,PAH,,,,,
,Sum of PBDEs (SFEI),Sum of PBDEs (SFEI),0,,Organic,Flame Retardants,,,,,
,Sum of PCBs (NOAA),Sum of PCBs (NOAA),0,,Organic,PCB,,,,,
,Sum of PCBs (SFEI),Sum of PCBs (SFEI),0,,Organic,PCB,,,,,
,Sum of Penta-PBDEs (SFEI),Sum of Penta-PBDEs (SFEI),0,,Organic,Flame Retardants,,,,,
,Sum of PFCs (SFEI),Sum of PFCs (SFEI),0,,Organic,Perluorinated,,,,,
,Sum of Pyrethroids (SFEI),Sum of Pyrethroids (SFEI),0,,Organic,Pyrethroid,Pesticide,Insecticide,,,
,Sum of SEM,Sum of SEM,0,,Inorganic,Metal,,,,,
,Sum of Tetra-PBDEs (SFEI),Sum of Tetra-PBDEs (SFEI),0,,Organic,Flame Retardants,,,,,
,Sum of Tri-PBDEs (SFEI),Sum of Tri-PBDEs (SFEI),0,,Organic,Flame Retardants,,,,,
,Surface Films,Surface Films,0,,Physical/Habitat,,,,,,
,SurfaceAreaOfMax,Estimate of the current surface area size as a fraction of the total surface area the waterbody would have at high water stage,0,,Physical/Habitat,,,,,,
,SurfacewaterConnect,Discharge from an outfall that does or does not flow to and have hydrologic continuity with a surface receiving water and has or does not have the potential to contribute to the quality of the surface receiving water quality,0,,Physical/Habitat,,,,,,
Survival,Survival,Survival (%),0,,Toxicity,,,,,,
,Suspended Sediment Concentration,Suspended Sediment Concentration (SSC),0,,Inorganic,Conventional,,,,,
,Suspended Sediment Discharge,Suspended Sediment Discharge,0,,Inorganic,,,,,,
Swim Normally,Swim Normally,Swim Normally (Num/Rep),0,,Toxicity,,,,,,
,Syringe/ Pipette,Syringe/ Pipette,0,,Physical/Habitat,Plastic,Debris,Toxic,Trash,,
,Tantalum,Tantalum,7440257,,Inorganic,Inorganic,,,,,
,Tape,Tape,0,,Physical/Habitat,Plastic,Debris,Trash,Household,,
,Tarp,Tarp,0,,Physical/Habitat,Plastic,Debris,Trash,Household,,
,"TCDD, 2,3,7,8-","2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD)",1746016,,Organic,Organic,PCDDs and PCDFs,Dioxins,Dibenzofurans,,
,"TCDF, 2,3,7,8-","2,3,7,8-Tetrachlorodibenzofuran (TCDF)",51207319,,Organic,Organic,PCDDs and PCDFs,Dioxins,Dibenzofurans,,
,"TCDF-2C, 2,3,7,8-","2,3,7,8-TCDF-2C",0,,Organic,,,,,,
,Tebuconazole,Tebuconazole (Folicur),108000000,,Organic,Organic,Fungicide,,,,
,Tebufenozide,Tebufenozide,0,,Organic,Pesticide,Insecticide,,,,
,Tebupirimfos,Tebupirimfos,96182535,,Organic,Organic,Pesticide,,,,
,Tebupirimfos oxon,Tebupirimfos oxon,0,,Organic,Pesticide,,,,,
,Tebuthiuron,Tebuthiuron,34014181,,Organic,Organic,Organophosphate,,,,
,Tecnazene,Tecnazene,117180,,Organic,Organic,Pesticide,,,,
,Tedion,Tedion (Tetradifon),116290,,Organic,Organic,Organochlorine,,,,
,Tefluthrin,Tefluthrin,0,,Pyrethroid,Pesticide,,,,,
,Television,Television,0,,Physical/Habitat,Non-Plastic,Debris,,Trash,,
,Temephos,Temephos,3383968,,Organic,Organic,PPCP,,,,
Temperature,Temperature,Temperature,0,,Water Quality Measurements,Conventional,,,,,
,Terbacil,Terbacil,5902512,,Organic,Organic,Herbicide,,,,
,Terbium,Terbium,7440279,,Inorganic,Inorganic,Metal,,,,
,Terbufos,Terbufos,13071799,,Organic,Organic,Organophosphate,,Insecticide,,
,Terbufos oxon sulfone,Terbufos oxon sulfone,0,,Organic,Pesticide,,,,,
,Terbufos Sulfone,Terbufos Sulfone,0,,Organic,Pesticide,,,,,
,Terbuthylazine,Terbuthylazine,5915413,,Organic,Organic,Triazines,,Herbicide,,
,Terbutryn,Terbutryn,886500,,Organic,Organic,Triazines,,Herbicide,,
,Terphenyl-d14,Terphenyl-d14,0,,Organic,Organic,,,,,Originally had no tags - all current tags were assigned manually
,"Terpineol, alpha-",alpha-Terpineol,0,,Organic,PPCP,,,,,
,Terrazole,Terrazole (Etridiazole),0,,Organic,Pesticide,Fungicide,,,,
,Tert-amyl Methyl Ether,Tert-amyl Methyl Ether,994058,,Organic,Organic,VOC,,,,
,Tert-butyl Alcohol,Tert-butyl Alcohol,75630,,Organic,Organic,VOC,,,,
,Tetrabromobisphenyl A,Tetrabromobisphenyl A,0,,Organic,Flame Retardants,,,,,
,"Tetrabromocyclooctane, alpha-1,2,5,6-","alpha-1,2,5,6-Tetrabromocyclooctane (alpha-TBCO)",3194578,,Organic,Organic,Flame Retardants,,,,
,"Tetrabromocyclooctane, beta-1,2,5,6-","beta-1,2,5,6-Tetrabromocyclooctane (beta-TBCO)",3194578,,Organic,Organic,Flame Retardants,,,,
,Tetrabromo-o-chlorotoluene,Tetrabromo-o-chlorotoluene (TBCT),39569216,,Organic,Organic,Flame Retardants,,,,
,Tetrabromo-p-xylene,Tetrabromo-p-xylene (pTBX),23488382,,Organic,Organic,Flame Retardants,,,,
,Tetrabutyltin as Sn,Tetrabutyltin as Sn,0,,Organic,Organotins,,,,,
,"Tetrachlorobenzene, 1,2,3,4-","1,2,3,4-Tetrachlorobenzene",634662,,Organic,Organic,Semi-VOCs,,,,
,"Tetrachlorobenzene, 1,2,3,5/1,2,4,5-","1,2,3,5-Tetrachlorobenzene/1,2,4,5-Tetrachlorobenzene",0,,Organic,Semi-VOCs,,,,,
,"Tetrachlorobenzene, 1,2,4,5-","1,2,4,5-Tetrachlorobenzene",95943,,Organic,Organic,,,,,
,"Tetrachloroethane, 1,1,1,2-","1,1,1,2-Tetrachloroethane",630206,,Organic,Organic,,,,,
,"Tetrachloroethane, 1,1,2,2-","1,1,2,2-Tetrachloroethane",76345,,Organic,Organic,,,,,
,Tetrachloroethylene,"Tetrachloroethylene, Tetrachloroethene",127184,,Organic,Organic,,,,,
,Tetrachloro-m-xylene,Tetrachlorometaxylene (TCMX),877098,,Organic,Organic,,,,,
,Tetrachlorophenol,Tetrachlorophenol,0,,Organic,Semi-VOCs,,,,,
,"Tetrachlorophenol, 2,3,4,5-","2,3,4,5-Tetrachlorophenol",4901513,,Organic,Organic,,,,,
,"Tetrachlorophenol, 2,3,4,6-","2,3,4,6-Tetrachlorophenol",58902,,Organic,Organic,,,,,
,"Tetrachlorophenol, 2,3,5,6-","2,3,5,6-Tetrachlorophenol",935955,,Organic,Organic,,,,,
,Tetrachlorophenyl-hexachloro-norbornene,Tetrachlorophenyl-hexachloro-norbornene (Cl4-DEC604),34571158,,Organic,Organic,,,,,
,Tetrachloroterephthalic acid,Tetrachloroterephthalic acid,2136790,,Organic,,,,,,
,Tetrachlorvinphos,Tetrachlorvinphos (Stirofos),22248799,,Organic,Organic,,,Insecticide,,
,Tetraconazole,"Tetraconazole (1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]- 1H-1,2,4-triazole)",112000000,,Organic,Organic,,,,,
,"Tetracosane, n-",n-Tetracosane,0,,Organic,Alkane,,,,,
,Tetracycline,Tetracycline,60548,,Organic,Organic,PPCP,,,,
,"Tetradecane, 2-phenyl-",2-Phenyl-tetradecane,0,,Organic,Semi-VOCs,,,,,
,"Tetradecane, 3-phenyl-",3-Phenyl-tetradecane,0,,Organic,Semi-VOCs,,,,,
,"Tetradecane, 4-phenyl-",4-Phenyl-tetradecane,0,,Organic,Semi-VOCs,,,,,
,"Tetradecane, 5-phenyl-",5-Phenyl-tetradecane,0,,Organic,Semi-VOCs,,,,,
,"Tetradecane, 6-phenyl-",6-Phenyl-tetradecane,0,,Organic,Semi-VOCs,,,,,
,"Tetradecane, 7-phenyl-",7-Phenyl-tetradecane,0,,Organic,Semi-VOCs,,,,,
,"Tetradecane, n-",n-Tetradecane,0,,Organic,Alkane,,,,,
,Tetradifon,Tetradifon,0,,Organic,Pesticide,,,,,
,Tetraethyl Pyrophosphate,Tetraethyl Pyrophosphate (TEPP),107493,,Organic,Organic,Organophosphate,,,,
,"Tetraethyl pyrophosphate, TEPP","Tetraethyl pyrophosphate, TEPP",107493,,Organic,Organic,,,,,
,Tetramethrin,Tetramethrin,7696120,,Organic,Organic,Pyrethroid,,Insecticide,,
,"Tetramethylnaphthalene, 1,4,6,7-","1,4,6,7-Tetramethylnaphthalene",13764186,,Organic,Organic,PAH,,,,
,"Tetratriacontane, n-",n-Tetratriacontane,14167590,,Organic,Organic,Alkane,,,,
,T-Fluvalinate,T-Fluvalinate,103000000,,Organic,Organic,Pyrethroid,,Insecticide,,
,Thallium,Thallium,7440280,,Inorganic,Inorganic,Metal,,,,
,Thanite,Thanite,0,,Organic,Pesticide,Insecticide,,,,
,Theophylline,Theophylline,58559,,Organic,Organic,PPCP,,,,
,Thiabendazole,Thiabendazole,148798,,Organic,Organic,PPCP,,,,
,"Thiabendazole, hypophosphite salt","Thiabendazole, hypophosphite salt",28558329,,Organic,Organic,Pesticide,,,,
,Thiacloprid,Thiacloprid,112000000,,Organic,Organic,Pesticide,,,,
,Thiamethoxam,Thiamethoxam,154000000,,Organic,Pesticide,Insecticide,,,,
,Thiazopyr,Thiazopyr,118000000,,Organic,Organic,Pesticide,,,,
,Thidiazuron,Thidiazuron,0,,Organic,Pesticide,Herbicide,,,,
,Thiobencarb,Thiobencarb (Benthiocarb) (Bolero),28249776,,Organic,Organic,Organophosphate,,,,
,Thiobencarb sulfoxide,Thiobencarb sulfoxide,51954768,,Organic,Organic,Pesticide,,,,
,Thiodicarb,Thiodicarb,0,,Organic,Pesticide,Insecticide,,,,
,Thiofanox,Thiofanox,0,,Organic,Pesticide,Insecticide,,,,
"Thionazin, Total",Thionazin,Thionazin (Thionzin),297972,,Organic,Organic,Organophosphate,,,,
,Thiophanate,Thiophanate,0,,Organic,Pesticide,Fungicide,,,,
,Thiophanate-Methyl,Thiophanate-Methyl,0,,Organic,Pesticide,Fungicide,,,,
,Thiram,Thiram,0,,Organic,Pesticide,Fungicide,,,,
,Thorium,Thorium,7440291,,Inorganic,Inorganic,Metal,,,,
,Tidal Height,Tidal Height,0,,Physical/Habitat,Constituents,,,,,
,Tidal State,Tidal State,0,,Physical/Habitat,Constituents,Field Observations,,,,
,TidalDirection,TidalDirection,0,,Physical/Habitat,,,,,,
,Time,Time,0,,Physical/Habitat,,,,,,
,Time to maturity,Time to maturity (days),0,,Toxicity,,,,,,
,"Time, Fishing",Time spent fishing within a given waterbody,0,,Physical/Habitat,,,,,,
,"Time, Shock",Time spent electroshocking within a given waterbody,0,,Physical/Habitat,,,,,,
,TimeToSpinTest,Time the velocity meter spins during QA/QC calibration checks,0,,Water Quality Measurements,,,,,,
,TimeZone,Time Zone time was recorded in,0,,Physical/Habitat,Field,,,,,
,Tin,Tin,7440315,,Inorganic,Inorganic,Metal,,,,
,Tire,Tire,0,,Physical/Habitat,Non-Plastic,Debris,,Construction,,
,Titanium,Titanium,7440326,,Inorganic,Inorganic,Metal,,,,
"Tokuthion, Total",Tokuthion,Tokuthion (Prothiofos),34643463,,Organic,Organic,Organophosphate,,Insecticide,,
,Tolfenpyrad,Tolfenpyrad,130000000,,Organic,Organic,Pesticide,,,,
,Toluene,Toluene,108883,,Organic,Organic,VOC,,,,
,Tonalide,Tonalide,0,,Organic,Musk,,,,,
,Toothbrush,Toothbrush,0,,Physical/Habitat,Plastic,Debris,,Household,,
,Torrent 01,Torrent 01 - Recently devegetated corridor two or more times the width of the low flow channel,0,,Physical/Habitat,,,,,,
,Torrent 02,Torrent 02 - Substrate cobbles or large gravel particles are not imbricated,0,,Physical/Habitat,,,,,,
,Torrent 03,Torrent 03 - Channel has little evidence of pool-riffle structure,0,,Physical/Habitat,,,,,,
,Torrent 04,Torrent 04 - Stream channel is scoured down to bedrock,0,,Physical/Habitat,,,,,,
,Torrent 05,Torrent 05 - Gravel and cobble berms above bankfull level,0,,Physical/Habitat,,,,,,
,Torrent 06,Torrent 06 - Massive deposits downstream of reach,0,,Physical/Habitat,,,,,,
,Torrent 07,Torrent 07 - Riparian trees have fresh bark scars,0,,Physical/Habitat,,,,,,
,Torrent 08,Torrent 08 - Riparian trees have fallen into channel as a result of scouring near their roots,0,,Physical/Habitat,,,,,,
,Torrent 09,"Torrent 09 - Massive deposits of sediment, logs and debris within reach",0,,Physical/Habitat,,,,,,
,Torrent 10,Torrent 10 - Newly erroded deposites show evidence that the deposites are matrix supported,0,,Physical/Habitat,,,,,,
,Torrent 11,Torrent 11 - No evidence of torrent scouring or torrent deposits,0,,Physical/Habitat,,,,,,
,Total Alkanes,Total Alkanes,0,,Organic,PAH,,,,,
,Total Anions,Total Anions,0,,Inorganic,,,,,,
,Total Cations,Total Cations,0,,Inorganic,,,,,,
Total Cell Count,Total Cell Count,Total Cell Count,0,,Toxicity,,,,,,
,Total Chlordanes,Total Chlordanes,0,,Organic,Pesticide,,,,,
,Total DDDs,Total DDDs,0,,Organic,Pesticide,,,,,
,Total DDEs,Total DDEs,0,,Organic,Pesticide,,,,,
,Total DDTs,Total DDTs,0,,Organic,Pesticide,,,,,
,Total DDTs - Lipid Basis,Total DDTs - Lipid Basis,0,,Organic,Pesticide,,,,,
,"Total Debris, >2.5 cm",Total Debris >2.5 cm,0,,Physical/Habitat,Plastic,Debris,,,,
,"Total Debris, 2.5 cm - 5 mm",Total Debris 2.5 cm - 5 mm,0,,Physical/Habitat,Plastic,Debris,,,,
,Total Dichlorobiphenyls,Total Dichlorobiphenyls,0,,Organic,PCB,,,,,
,Total Di-ester Organophosphate Flame Retardants,Total Di-ester Organophosphate Flame Retardants,0,,Organic,Flame Retardants,,,,,
,Total Di-PCB,Total Di-PCB,0,,Organic,PCB,,,,,
"Total Dissolved Solids, Total",Total Dissolved Solids,Total Dissolved Solids,0,,Inorganic,Conventional,,,,,
,Total Endosulfans,Total Endosulfans,0,,Organic,Pesticide,,,,,
,Total Endosulfans - Lipid Basis,Total Endosulfans - Lipid Basis,0,,Organic,Pesticide,,,,,
,Total HCHs,Total HCHs,0,,Organic,Pesticide,,,,,
,Total Heptachlorobiphenyls,Total Heptachlorobiphenyls,0,,Organic,PCB,,,,,
,Total Hepta-Dioxins,Total Hepta-Dioxins,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Hepta-Furans,Total Hepta-Furans,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Hepta-PCB,Total Hepta-PCB,0,,Organic,PCB,,,,,
,Total Hexachlorobiphenyls,Total Hexachlorobiphenyls,0,,Organic,PCB,,,,,
,Total Hexa-Dioxins,Total Hexa-Dioxins,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Hexa-Furans,Total Hexa-Furans,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Hexa-PCB,Total Hexa-PCB,0,,Organic,PCB,,,,,
,Total Hydrogen,Total Hydrogen,0,,Inorganic,Conventional,,,,,
,Total Inorganic Carbon,Total Inorganic Carbon (TIC),0,,Inorganic,Conventional,,,,,
,Total MirexHCBChlorpy (SFEI),Total MirexHCBChlorpy (SFEI),0,,Organic,Pesticide,,,,,
,Total Monochlorobiphenyls,Total Monochlorobiphenyls,0,,Organic,PCB,,,,,
,Total Mono-PCB,Total Mono-PCB,0,,Organic,PCB,,,,,
,Total Nonachlorobiphenyls,Total Nonachlorobiphenyls,0,,Organic,PCB,,,,,
,Total Nonachlors,Total Nonachlors,0,,Organic,Pesticide,,,,,
,Total Nona-PCB,Total Nona-PCB,0,,Organic,PCB,,,,,
,Total Normal,Total Normal,0,,Toxicity,,,,,,
,Total Octachlorobiphenyls,Total Octachlorobiphenyls,0,,Organic,PCB,,,,,
,Total Octa-PCB,Total Octa-PCB,0,,Organic,PCB,,,,,
"Total Organic Carbon, Total",Total Organic Carbon,Total Organic Carbon (TOC),0,,Inorganic,Conventional,,,,,
"Total Organic Carbon, Total",Total Organic Carbon,Total Organic Carbon (TOC),0,,Inorganic,Conventional,,,,,
,Total PAHs,Total PAHs,0,,Organic,PAH,,,,,
,Total PAHs - Lipid Basis,Total PAHs - Lipid Basis,0,,Organic,PAH,,,,,
,Total PBDEs,Total PBDEs,0,,Organic,Flame Retardants,,,,,
,Total PCBs,Total PCBs,0,,Organic,PCB,,,,,
,Total PCBs (Aroclors),Total PCBs (Aroclors),0,,Organic,PCB,,,,,
,Total PCBs (Aroclors) - Lipid Basis,Total PCBs (Aroclors) - Lipid Basis,0,,Organic,PCB,,,,,
,Total Pentachlorobiphenyls,Total Pentachlorobiphenyls,0,,Organic,PCB,,,,,
,Total Penta-Dioxins,Total Penta-Dioxins,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Penta-Furans,Total Penta-Furans,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Penta-PBDE,Total Penta-PBDE,0,,Organic,Flame Retardants,,,,,
,Total Penta-PCB,Total Penta-PCB,0,,Organic,PCB,,,,,
,Total Pyrethrins,Total Pyrethrins,0,,Organic,Pesticide,,,,,
,Total Solids,Total Solids,0,,Inorganic,Conventional,,,,,
,Total Suspended Solids,Total Suspended Solids,0,,Inorganic,Conventional,,,,,
,Total Suspended Solids and Salts,Total Suspended Solids and Dissolved Salts,0,,Inorganic,Conventional,,,,,
,Total TEQ (WHO 2005; ND=0),Total TEQ (WHO 2005; ND=0),0,,Organic,Dioxins,Dibenzofurans,,,,
,Total TEQ (WHO 2005; ND=1/2DL),Total TEQ (WHO 2005; ND=1/2DL),0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Terphenyls,Total Terphenyls,0,,Organic,PCB,,,,,
,Total Tetrachlorobiphenyls,Total Tetrachlorobiphenyls,0,,Organic,PCB,,,,,
,Total Tetra-Dioxins,Total Tetra-Dioxins,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Tetra-Furans,Total Tetra-Furans,0,,Organic,Dioxins,Dibenzofurans,,,,
,Total Tetra-PBDE,Total Tetra-PBDE,0,,Organic,Flame Retardants,,,,,
,Total Tetra-PCB,Total Tetra-PCB,0,,Organic,PCB,,,,,
,Total Trichlorobiphenyls,Total Trichlorobiphenyls,0,,Organic,PCB,,,,,
,Total Tri-ester Organophosphate Flame Retardants,Total Tri-ester Organophosphate Flame Retardants,0,,Organic,Flame Retardants,,,,,
,Total Tri-PBDE,Total Tri-PBDE,0,,Organic,Flame Retardants,,,,,
,Total Tri-PCB,Total Tri-PCB,0,,Organic,PCB,,,,,
,TotalPieces,Total Pieces of Trash using Trash Protocol,0,,Trash,,,,,,
,Toxaphene,Toxaphene,8001352,,Organic,Organic,Organochlorine,,Insecticide,,
,Toxic(Debris),Toxic using Trash Protocol,0,,Trash,,,,,,
,"Toxic, Other","Toxic, Other",0,,Physical/Habitat,Plastic,Debris,,Trash,,
,Toy,Toy,0,,Physical/Habitat,Plastic,Debris,,Household,,
,TPH as Diesel C10-C22,TPH as Diesel C10-C22,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C10-C23,TPH as Diesel C10-C23,0,,Organic,Organic,,,,,Originally had no tags - all current tags were assigned manually
,TPH as Diesel C10-C24,TPH as Diesel C10-C24,0,,Organic,,,,,,
,TPH as Diesel C10-C25,TPH as Diesel C10-C25,0,,Organic,PAH,,,,,
,TPH as Diesel C10-C28,TPH as Diesel C10-C28,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C11-C12,TPH as Diesel C11-C12,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C11-C25,TPH as Diesel C11-C25,0,,Organic,PAH,,,,,
,TPH as Diesel C11-C28,TPH as Diesel C11-C28,0,,Organic,PAH,,,,,
,TPH as Diesel C12-C24,TPH as Diesel C12-C24,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C12-C25,TPH as Diesel C12-C25,0,,Organic,PAH,,,,,
,TPH as Diesel C13-C14,TPH as Diesel C13-C14,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C13-C22,TPH as Diesel C13-C22,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C15-C16,TPH as Diesel C15-C16,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C17-C18,TPH as Diesel C17-C18,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C19-C20,TPH as Diesel C19-C20,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C21-C22,TPH as Diesel C21-C22,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C23-C24,TPH as Diesel C23-C24,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C23-C40,TPH as Diesel C23-C40,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C25-C28,TPH as Diesel C25-C28,0,,Organic,Semi-VOCs,,,,,
,TPH as Diesel C29-C40,TPH as Diesel C29-C40,0,,Organic,Organic,,,,,Originally had no tags - all current tags were assigned manually
,TPH as Diesel C8-C21,TPH as Diesel C8-C21,0,,Organic,Semi-VOCs,,,,,
,TPH as Gasoline C4-C12,TPH as Gasoline C4-C12,0,,Organic,Semi-VOCs,,,,,
,TPH as Gasoline C5-C12,TPH as Gasoline C5-C12,0,,Organic,Semi-VOCs,,,,,
,TPH as Gasoline C6,TPH as Gasoline C6,0,,Organic,Semi-VOCs,,,,,
,TPH as Gasoline C6-C10,TPH as Gasoline C6-C10,0,,Organic,Semi-VOCs,,,,,
,TPH as Gasoline C6-C12,TPH as Gasoline C6-C12,0,,Organic,Semi-VOCs,,,,,
,TPH as Gasoline C6-C8,TPH as Gasoline C6-C8,0,,Organic,PAH,,,,,
,TPH as Gasoline C7,TPH as Gasoline C7,0,,Organic,Semi-VOCs,,,,,
,TPH as Gasoline C7-C9,TPH as Gasoline C7-C9,0,,Organic,PAH,,,,,
,TPH as Gasoline C8,TPH as Gasoline C8,0,,Organic,Semi-VOCs,,,,,
